Age,Gender,Location,EducationLevel,ClickThroughRate,Impressions,EngagementTime,BounceRate,AdType,ContentTopic,AdSize,PurchaseHistory,BrowsingBehavior,SiteNavigationPatterns,TimeOfDay,DeviceUsed,InternetBrowser
28,Other,Leeds,Secondary,0.05501507760990065,5425,229,0.7724021772527104,Text,Food,Small,Medium,Frequent,Moderate,Morning,Mobile,Safari
29,Male,Birmingham,Secondary,0.32552763392261075,3465,238,0.6986962797346445,Text,Travel,Medium,None,Rare,Simple,Morning,Tablet,Safari
31,Male,Manchester,Secondary,0.3905830929331291,9008,223,0.43250532828480526,Image,Food,Medium,Medium,Moderate,Complex,Night,Tablet,Firefox
25,Female,London,Secondary,0.09338409764882383,4310,181,0.5247284010563011,Image,Sports,Large,High,Moderate,Moderate,Evening,Tablet,Safari
48,Female,Birmingham,Secondary,0.2204551297120967,1330,163,0.7724184966593586,Text,Technology,Small,High,Moderate,Simple,Morning,Desktop,Opera
24,Other,Leeds,Post-secondary,0.24954174744284097,6221,93,0.23285290915336143,Video,Food,Large,Low,Rare,Simple,Morning,Desktop,Chrome
63,Male,Birmingham,Secondary,0.2274702082086888,3472,49,0.2212985990015477,Image,Sports,Large,None,Moderate,Complex,Morning,Mobile,Safari
48,Other,Birmingham,Post-secondary,0.35022170152394927,7295,191,0.4849868131360374,Video,Sports,Large,Medium,Moderate,Moderate,Afternoon,Mobile,Safari
33,Other,Birmingham,Secondary,0.14487610506997384,851,214,0.4941364782806674,Text,Technology,Small,None,Moderate,Moderate,Night,Tablet,Chrome
59,Female,Birmingham,Secondary,0.7315013568444494,3243,49,0.023472747932016813,Video,Food,Medium,Medium,Frequent,Moderate,Afternoon,Mobile,Safari
56,Male,Leeds,Post-secondary,0.3426548553177532,9819,166,0.5819463389001059,Text,Food,Small,None,Rare,Simple,Night,Tablet,Firefox
61,Male,Manchester,Secondary,0.12236523402169797,7087,138,0.4177414323005648,Video,Travel,Medium,High,Rare,Moderate,Evening,Tablet,Safari
36,Other,Manchester,Secondary,0.5935997813267829,6429,267,0.5763797049856364,Image,Sports,Large,Medium,Frequent,Moderate,Morning,Desktop,Safari
25,Male,Birmingham,Secondary,0.1796481751174227,8558,236,0.9148236739390743,Text,Food,Small,None,Rare,Moderate,Evening,Desktop,Firefox
46,Male,London,Secondary,0.05805632067769373,8899,153,0.33311808303924517,Image,Food,Large,None,Frequent,Simple,Evening,Tablet,Safari
19,Other,Manchester,Post-secondary,0.16329214202474285,4621,214,0.10783584424794856,Text,Fashion,Small,Medium,Rare,Complex,Morning,Tablet,Edge
59,Female,Leeds,Secondary,0.4199948120491419,3213,76,0.20651868878957647,Text,Technology,Medium,None,Rare,Complex,Afternoon,Desktop,Edge
20,Female,Leeds,Post-secondary,0.6935089719274358,7003,41,0.3065370579122182,Video,Travel,Medium,Medium,Frequent,Simple,Night,Mobile,Safari
46,Female,Manchester,Secondary,0.6415008847712601,6497,46,0.863470095953098,Video,Technology,Medium,None,Rare,Simple,Night,Desktop,Firefox
32,Other,Leeds,Secondary,0.005205979359825141,913,174,0.5490742921137304,Image,Fashion,Large,High,Rare,Complex,Morning,Mobile,Firefox
55,Male,Leeds,Secondary,0.793290652514086,2499,207,0.995082066501174,Text,Fashion,Large,High,Frequent,Moderate,Morning,Desktop,Edge
45,Other,Glasgow,Secondary,0.3356877784624941,4862,12,0.28503201594050587,Text,Fashion,Large,High,Rare,Moderate,Night,Tablet,Opera
54,Other,Leeds,Secondary,0.6797156909555698,3929,77,0.068726816118869,Image,Food,Small,High,Moderate,Complex,Afternoon,Tablet,Chrome
49,Female,Manchester,Secondary,0.032673171706932846,689,155,0.3011881362852883,Video,Technology,Large,Medium,Frequent,Moderate,Morning,Desktop,Chrome
47,Male,Manchester,Secondary,0.3937882433723108,7021,276,0.9925949324479775,Image,Technology,Large,High,Moderate,Simple,Evening,Mobile,Safari
64,Female,London,Post-secondary,0.019610501319103024,3449,222,0.7430991647381311,Text,Sports,Large,None,Rare,Moderate,Night,Tablet,Edge
47,Male,Birmingham,Secondary,0.8163455351451152,2387,38,0.9150613496497855,Text,Food,Medium,High,Moderate,Complex,Afternoon,Desktop,Safari
51,Male,Manchester,Secondary,0.18696718051616434,8708,232,0.5948447337089605,Text,Travel,Large,Medium,Moderate,Moderate,Night,Desktop,Chrome
30,Female,Leeds,Secondary,0.6745479075190918,9896,171,0.27536345037982346,Image,Travel,Small,Medium,Rare,Simple,Night,Mobile,Safari
50,Female,London,Post-secondary,0.2770661627261115,2060,291,0.9544313789573807,Text,Sports,Medium,Low,Rare,Complex,Afternoon,Desktop,Chrome
59,Other,Glasgow,Secondary,0.13535111433764768,2507,168,0.22915645237479176,Image,Fashion,Small,Low,Frequent,Moderate,Afternoon,Mobile,Opera
34,Male,London,Secondary,0.9302953390465766,7320,78,0.39711403403281453,Image,Food,Medium,None,Rare,Moderate,Evening,Desktop,Edge
20,Male,Leeds,Post-secondary,0.5950246157866221,5794,256,0.29338780701944167,Text,Technology,Medium,None,Moderate,Complex,Night,Tablet,Safari
26,Male,Manchester,Secondary,0.8906310472988932,7643,273,0.6434590492433192,Video,Sports,Large,Low,Rare,Moderate,Night,Mobile,Chrome
28,Male,London,Secondary,0.30659940165063915,926,67,0.4180097259576758,Image,Technology,Medium,Medium,Rare,Moderate,Night,Mobile,Opera
44,Male,Leeds,Secondary,0.8298353336783945,7697,147,0.9571082083445226,Text,Technology,Large,None,Moderate,Complex,Morning,Desktop,Firefox
45,Other,Glasgow,Secondary,0.9416823334062824,4026,209,0.9674200787195868,Image,Technology,Medium,Medium,Frequent,Moderate,Afternoon,Tablet,Edge
19,Male,London,Post-secondary,0.3951838267867882,1100,117,0.09691401801436517,Text,Fashion,Small,Medium,Frequent,Simple,Evening,Desktop,Safari
18,Other,Leeds,Secondary,0.9041310511984469,5492,253,0.9283330925386885,Video,Travel,Small,None,Moderate,Simple,Morning,Desktop,Opera
23,Female,Birmingham,Secondary,0.33508574267910995,3495,192,0.7979960151715466,Video,Fashion,Medium,None,Frequent,Simple,Afternoon,Desktop,Safari
42,Other,Manchester,Secondary,0.3245999991272911,3386,59,0.7123374361336763,Image,Fashion,Large,Medium,Moderate,Moderate,Evening,Tablet,Edge
52,Other,Leeds,Post-secondary,0.9957326721950958,4963,219,0.36278598135338924,Text,Travel,Medium,Medium,Frequent,Moderate,Night,Mobile,Opera
33,Other,Birmingham,Secondary,0.9524104481773523,1916,186,0.6795572398649928,Image,Travel,Medium,None,Rare,Simple,Evening,Tablet,Opera
21,Female,Manchester,Secondary,0.228618345971475,865,71,0.8106664339207681,Image,Sports,Large,High,Rare,Complex,Evening,Tablet,Safari
64,Male,Manchester,Secondary,0.8372020270371454,1902,69,0.8304247459573004,Video,Fashion,Medium,None,Moderate,Simple,Afternoon,Desktop,Firefox
55,Other,Manchester,Secondary,0.3424578776409021,9420,63,0.8057756185030537,Video,Food,Small,Medium,Rare,Simple,Afternoon,Tablet,Opera
61,Female,Birmingham,Secondary,0.9792433739780269,9504,222,0.32002359005974923,Image,Technology,Large,Medium,Frequent,Complex,Evening,Mobile,Safari
37,Other,London,Secondary,0.8498176287600633,8637,157,0.1850129920243343,Image,Food,Small,Medium,Frequent,Moderate,Afternoon,Mobile,Edge
42,Other,Birmingham,Secondary,0.9049193013125382,3198,193,0.543775350622909,Text,Food,Medium,High,Frequent,Simple,Night,Tablet,Chrome
24,Female,Birmingham,Secondary,0.5736735114895585,9981,8,0.25422602090442203,Text,Food,Large,High,Frequent,Simple,Afternoon,Tablet,Opera
38,Other,Leeds,Secondary,0.2941513523211804,1346,281,0.784985182331391,Video,Travel,Medium,None,Rare,Simple,Morning,Desktop,Opera
24,Other,Leeds,Secondary,0.19752500637671,2429,52,0.044669986523723004,Text,Sports,Medium,High,Frequent,Simple,Morning,Desktop,Firefox
46,Male,Glasgow,Secondary,0.5278719205461331,7551,51,0.42540854765452796,Image,Fashion,Large,High,Frequent,Complex,Afternoon,Tablet,Opera
24,Female,Birmingham,Post-secondary,0.6715157252329823,1316,255,0.7785880290226876,Text,Travel,Small,Medium,Frequent,Simple,Morning,Tablet,Opera
20,Other,Birmingham,Secondary,0.7417886351237006,1581,229,0.08055910408764755,Video,Sports,Small,None,Rare,Simple,Morning,Desktop,Chrome
46,Female,Glasgow,Secondary,0.17038321256296285,3617,117,0.6869791452858537,Text,Sports,Small,Low,Frequent,Complex,Evening,Desktop,Edge
46,Female,Birmingham,Secondary,0.5358879925710621,9723,178,0.23106325649730475,Text,Sports,Small,Medium,Frequent,Complex,Morning,Tablet,Safari
56,Male,Birmingham,Secondary,0.43610982009521804,2584,121,0.12739389279891733,Image,Sports,Medium,High,Rare,Complex,Afternoon,Desktop,Edge
55,Male,Glasgow,Secondary,0.20822421097781196,1321,191,0.30788685458383913,Text,Technology,Medium,Medium,Frequent,Complex,Night,Mobile,Safari
23,Male,Glasgow,Post-secondary,0.552962317358824,134,11,0.019336247994177436,Text,Technology,Large,None,Rare,Moderate,Night,Desktop,Edge
63,Other,Glasgow,Secondary,0.27591372180645746,5699,85,0.6300224972868235,Image,Travel,Small,None,Frequent,Moderate,Morning,Tablet,Chrome
27,Other,Manchester,Secondary,0.5350545571095502,2022,119,0.3329088828900948,Text,Fashion,Medium,High,Moderate,Moderate,Morning,Tablet,Firefox
54,Other,Leeds,Secondary,0.20010934490087728,3890,68,0.9937111994613984,Video,Fashion,Medium,High,Frequent,Simple,Evening,Mobile,Edge
31,Other,Glasgow,Secondary,0.8999425369158052,2943,92,0.09783934694564322,Text,Travel,Large,Low,Frequent,Complex,Afternoon,Tablet,Firefox
39,Other,Manchester,Secondary,0.33810282491959054,4863,31,0.8948842758420368,Video,Fashion,Small,High,Frequent,Simple,Evening,Mobile,Chrome
49,Other,Leeds,Post-secondary,0.610334602657793,6436,203,0.49795774868912823,Image,Travel,Medium,None,Frequent,Complex,Night,Tablet,Firefox
35,Female,Glasgow,Secondary,0.12193298741989589,3513,210,0.11770071909301127,Video,Fashion,Medium,Low,Moderate,Moderate,Night,Desktop,Firefox
53,Female,Birmingham,Secondary,0.6300171925284672,9564,192,0.8561173411486968,Video,Food,Small,Medium,Moderate,Moderate,Morning,Mobile,Safari
63,Male,Birmingham,Secondary,0.27204033929140836,8053,191,0.11104556365185225,Video,Technology,Large,Medium,Rare,Complex,Evening,Tablet,Edge
26,Other,Leeds,Secondary,0.9565315903711672,9132,55,0.6458592807629719,Text,Travel,Medium,None,Rare,Complex,Night,Mobile,Chrome
43,Female,London,Secondary,0.39415426604133086,3308,107,0.24521756260971372,Image,Sports,Medium,High,Rare,Complex,Afternoon,Mobile,Opera
39,Male,Leeds,Post-secondary,0.607406556711858,5009,240,0.44911754420633043,Text,Fashion,Large,None,Moderate,Simple,Morning,Desktop,Chrome
63,Male,Manchester,Secondary,0.21581336566329634,5752,61,0.5730199230654361,Text,Travel,Small,Low,Moderate,Moderate,Afternoon,Tablet,Chrome
55,Male,Birmingham,Post-secondary,0.8614762028764,3577,50,0.91967545958765,Text,Food,Large,None,Rare,Complex,Night,Tablet,Safari
40,Male,Birmingham,Secondary,0.8043329181204663,6154,130,0.284513760487612,Video,Food,Large,High,Rare,Complex,Night,Desktop,Opera
34,Female,Glasgow,Post-secondary,0.2456353122757715,9116,230,0.38769484652829156,Image,Technology,Small,High,Moderate,Simple,Evening,Mobile,Safari
43,Female,Manchester,Secondary,0.9110485080061057,2735,73,0.19959577079121782,Text,Travel,Medium,Medium,Frequent,Simple,Night,Desktop,Chrome
64,Female,London,Secondary,0.040155022034127685,4860,277,0.34362163532750434,Image,Travel,Small,Medium,Rare,Moderate,Morning,Desktop,Firefox
55,Male,Manchester,Secondary,0.7525731205167397,2139,123,0.1258118279219097,Image,Fashion,Medium,High,Rare,Moderate,Evening,Tablet,Firefox
19,Male,Manchester,Secondary,0.4578687853426443,5881,262,0.5480833961454114,Video,Sports,Small,High,Rare,Simple,Evening,Desktop,Chrome
23,Other,Manchester,Post-secondary,0.835459394476964,3904,184,0.5592316137890512,Text,Food,Small,None,Frequent,Simple,Afternoon,Tablet,Edge
24,Other,Manchester,Post-secondary,0.465485967436008,7756,178,0.6233731362154568,Image,Sports,Small,Medium,Moderate,Complex,Night,Mobile,Safari
30,Male,London,Secondary,0.06558209567040296,6851,85,0.23035237963790178,Text,Food,Large,Medium,Frequent,Simple,Night,Tablet,Firefox
44,Female,Manchester,Secondary,0.22654553229584695,6170,299,0.4323556528541507,Text,Fashion,Medium,Medium,Frequent,Complex,Evening,Desktop,Safari
28,Male,London,Secondary,0.9943748347169384,4846,265,0.04142908746895546,Text,Technology,Large,Medium,Frequent,Simple,Afternoon,Mobile,Chrome
32,Other,Leeds,Secondary,0.3341776027693687,2196,120,0.04025668760753387,Image,Travel,Small,None,Moderate,Simple,Evening,Desktop,Opera
26,Other,Manchester,Secondary,0.16030521702543288,8142,287,0.30946285838805343,Video,Food,Large,High,Moderate,Simple,Afternoon,Tablet,Edge
25,Female,Glasgow,Post-secondary,0.8058308258054888,1839,241,0.489142951174552,Image,Food,Small,None,Frequent,Simple,Morning,Mobile,Chrome
63,Male,London,Post-secondary,0.045069827390500805,8424,80,0.6929740181623135,Video,Travel,Small,None,Frequent,Moderate,Morning,Desktop,Safari
23,Other,London,Secondary,0.06640875146876257,6240,266,0.7586734650146219,Video,Technology,Large,Low,Moderate,Moderate,Night,Desktop,Safari
60,Female,Manchester,Post-secondary,0.2975187794543661,6352,171,0.4017809800459199,Image,Food,Medium,Medium,Rare,Moderate,Night,Tablet,Opera
21,Other,Glasgow,Secondary,0.04740097463539672,1330,163,0.7556064215953351,Image,Sports,Small,None,Moderate,Simple,Morning,Desktop,Safari
28,Female,Glasgow,Secondary,0.9957126838923056,3676,29,0.727604010657328,Text,Fashion,Small,Medium,Frequent,Moderate,Afternoon,Desktop,Edge
45,Other,Manchester,Secondary,0.6911288860821325,3867,50,0.6324741705384737,Video,Technology,Small,High,Moderate,Simple,Morning,Mobile,Firefox
43,Other,Glasgow,Post-secondary,0.5195864408573572,1099,150,0.14162976114870351,Image,Sports,Small,High,Frequent,Moderate,Afternoon,Mobile,Firefox
21,Male,London,Post-secondary,0.8051663899562637,4622,202,0.287243988576926,Video,Food,Large,High,Moderate,Moderate,Night,Tablet,Opera
32,Female,Manchester,Secondary,0.6624868006119337,5114,188,0.5338767517623665,Video,Technology,Small,Medium,Rare,Moderate,Night,Tablet,Edge
36,Female,Manchester,Post-secondary,0.17326495367589456,6795,95,0.8139319337481362,Image,Travel,Medium,None,Rare,Complex,Night,Tablet,Opera
23,Other,Manchester,Secondary,0.2196337996488893,8204,274,0.4033138168471607,Video,Technology,Large,High,Moderate,Simple,Evening,Tablet,Firefox
22,Male,Leeds,Secondary,0.8676942857212915,134,281,0.9670662464376752,Image,Food,Large,High,Frequent,Simple,Evening,Mobile,Safari
35,Other,Manchester,Secondary,0.3369613267738214,4487,130,0.6654005697376356,Image,Fashion,Small,None,Rare,Moderate,Morning,Tablet,Opera
23,Other,Birmingham,Secondary,0.4476403426248784,5192,9,0.313055637104693,Image,Sports,Medium,None,Frequent,Complex,Afternoon,Mobile,Edge
48,Other,Birmingham,Secondary,0.3911357121233465,5656,212,0.5614340801656713,Text,Travel,Medium,None,Rare,Simple,Night,Tablet,Safari
42,Female,London,Post-secondary,0.05202981200504242,5919,194,0.37507368147173537,Text,Technology,Large,High,Moderate,Simple,Morning,Tablet,Opera
21,Male,Leeds,Secondary,0.7045737172836195,7665,45,0.911981144388855,Text,Fashion,Large,High,Moderate,Moderate,Evening,Tablet,Edge
23,Other,Leeds,Secondary,0.5400740807862157,6554,146,0.04834719400136778,Video,Fashion,Large,Low,Rare,Moderate,Night,Mobile,Safari
58,Other,Glasgow,Secondary,0.6761400818139303,8538,80,0.22891553502815187,Text,Sports,Large,None,Moderate,Complex,Morning,Desktop,Firefox
54,Other,Manchester,Post-secondary,0.27823138966714334,291,197,0.0965665309509599,Video,Technology,Large,Low,Moderate,Complex,Evening,Tablet,Firefox
42,Female,Birmingham,Secondary,0.4069139083269768,1171,163,0.8056196919483319,Image,Technology,Medium,Low,Moderate,Simple,Afternoon,Tablet,Safari
51,Other,Leeds,Post-secondary,0.19264976227164798,8175,139,0.19107940244966648,Video,Sports,Small,Medium,Rare,Moderate,Morning,Mobile,Edge
36,Female,Birmingham,Secondary,0.41968263143719775,6486,258,0.74284738098208,Image,Fashion,Large,Low,Frequent,Complex,Morning,Desktop,Firefox
51,Female,Birmingham,Post-secondary,0.6534914117970338,6201,117,0.5615964941163512,Image,Technology,Medium,Medium,Frequent,Moderate,Afternoon,Tablet,Opera
32,Female,Manchester,Post-secondary,0.944689043192468,1828,150,0.8302159852368929,Image,Travel,Medium,Low,Moderate,Complex,Afternoon,Desktop,Chrome
25,Female,Birmingham,Secondary,0.6634571998860077,7413,46,0.9949487926912144,Image,Food,Medium,High,Frequent,Moderate,Afternoon,Tablet,Opera
61,Female,London,Secondary,0.5251597299929988,3937,103,0.15423678655640172,Image,Technology,Medium,None,Frequent,Moderate,Evening,Tablet,Firefox
64,Male,London,Secondary,0.4163672224981614,3212,134,0.15041733146828873,Image,Travel,Large,High,Frequent,Simple,Morning,Mobile,Edge
51,Female,Leeds,Secondary,0.10554968426098033,327,69,0.6362155333877388,Text,Fashion,Large,High,Rare,Moderate,Morning,Desktop,Firefox
35,Female,Leeds,Secondary,0.4770742969319903,6727,219,0.036304373004461765,Video,Sports,Large,Medium,Frequent,Complex,Night,Tablet,Chrome
47,Other,Glasgow,Post-secondary,0.15510809316064378,3807,288,0.8174179501988372,Text,Travel,Large,High,Frequent,Complex,Afternoon,Mobile,Firefox
30,Male,Birmingham,Post-secondary,0.5821871830790901,2751,122,0.3766392918496243,Text,Travel,Large,Medium,Frequent,Complex,Night,Mobile,Opera
64,Male,Leeds,Secondary,0.7302470776105839,1649,157,0.3989347229262198,Video,Technology,Medium,High,Moderate,Moderate,Night,Tablet,Firefox
50,Other,Manchester,Secondary,0.9464956116881924,1288,231,0.5720458128324684,Text,Sports,Medium,None,Moderate,Simple,Night,Mobile,Opera
52,Female,Leeds,Secondary,0.2968528676879666,3470,135,0.3420953907670756,Text,Sports,Large,High,Moderate,Simple,Afternoon,Mobile,Chrome
41,Male,London,Secondary,0.396905538757533,9596,291,0.30023523991797174,Image,Travel,Large,High,Moderate,Simple,Evening,Tablet,Edge
43,Female,Birmingham,Post-secondary,0.18295193952533229,5012,291,0.20496921884577424,Image,Travel,Small,Medium,Rare,Complex,Morning,Mobile,Edge
64,Other,London,Post-secondary,0.8779405098804326,9623,221,0.7188214703102348,Text,Fashion,Large,High,Moderate,Simple,Afternoon,Tablet,Firefox
61,Male,Leeds,Post-secondary,0.8240772244494228,3668,42,0.7686125608379458,Video,Technology,Small,Low,Moderate,Moderate,Afternoon,Tablet,Opera
59,Female,Leeds,Secondary,0.7749598946732359,604,280,0.6081026640537153,Image,Sports,Small,Medium,Rare,Moderate,Afternoon,Mobile,Edge
64,Male,London,Post-secondary,0.057290038549901334,8964,189,0.2360338013724801,Text,Food,Large,Medium,Rare,Simple,Evening,Tablet,Opera
18,Male,Glasgow,Post-secondary,0.5567194419749216,9488,22,0.6947589432350375,Text,Travel,Small,High,Rare,Complex,Morning,Tablet,Edge
30,Female,Glasgow,Secondary,0.23501356203546908,2750,38,0.15785890614460574,Text,Food,Medium,Medium,Frequent,Simple,Night,Mobile,Firefox
27,Female,Leeds,Secondary,0.11968519672230693,3308,279,0.87828246171939,Image,Travel,Medium,Low,Rare,Moderate,Morning,Tablet,Chrome
36,Male,Glasgow,Secondary,0.7816131001833894,5237,102,0.446326058443242,Text,Sports,Small,Low,Frequent,Moderate,Morning,Mobile,Safari
22,Other,London,Secondary,0.21158137510768193,9939,134,0.47586127392832767,Text,Technology,Small,None,Rare,Moderate,Morning,Mobile,Chrome
25,Male,Birmingham,Post-secondary,0.5008116982476696,6906,115,0.20414819045005306,Text,Food,Large,Low,Moderate,Simple,Morning,Desktop,Edge
21,Other,Leeds,Secondary,0.5260963484005408,8705,81,0.6155111211329035,Video,Fashion,Medium,High,Rare,Simple,Evening,Mobile,Chrome
30,Male,Manchester,Secondary,0.21328200403897157,5988,69,0.9850488848424479,Image,Sports,Medium,Low,Rare,Moderate,Night,Tablet,Chrome
55,Female,Glasgow,Secondary,0.49226116632238226,3666,48,0.589100485042104,Text,Food,Small,None,Rare,Simple,Afternoon,Tablet,Firefox
63,Other,Glasgow,Secondary,0.052819897599996946,2666,172,0.6523451545540387,Video,Travel,Small,Medium,Frequent,Simple,Evening,Desktop,Chrome
63,Other,Manchester,Post-secondary,7.2449638492178e-05,307,227,0.2884891659355461,Text,Technology,Large,Low,Moderate,Simple,Morning,Mobile,Firefox
36,Male,Manchester,Post-secondary,0.8803219316643702,249,109,0.3258514080423317,Text,Travel,Medium,Medium,Rare,Complex,Evening,Tablet,Edge
25,Male,London,Post-secondary,0.4155887020861522,4790,283,0.19635559007053371,Video,Technology,Small,High,Frequent,Complex,Evening,Desktop,Edge
44,Other,London,Post-secondary,0.9074197989533556,6779,71,0.5146016719675236,Text,Travel,Medium,None,Moderate,Simple,Night,Tablet,Opera
64,Female,Glasgow,Secondary,0.49630735972825957,2462,191,0.1479745766615994,Text,Food,Large,Low,Rare,Moderate,Morning,Tablet,Firefox
47,Other,Birmingham,Post-secondary,0.4311082945881648,3492,129,0.6184812762273163,Video,Fashion,Large,Medium,Rare,Simple,Night,Tablet,Chrome
21,Other,London,Secondary,0.29591214065860727,328,149,0.4653102242138287,Text,Travel,Medium,None,Frequent,Complex,Night,Tablet,Firefox
28,Female,London,Secondary,0.08168893759303875,1148,184,0.6243118930312149,Image,Food,Medium,Low,Frequent,Complex,Afternoon,Tablet,Opera
38,Female,Leeds,Secondary,0.30969464926452184,8232,120,0.07072084961326075,Video,Food,Medium,Low,Rare,Simple,Afternoon,Desktop,Safari
60,Male,Leeds,Secondary,0.6084702651738416,3213,83,0.8840570721199235,Text,Travel,Medium,High,Moderate,Complex,Evening,Desktop,Firefox
19,Male,London,Secondary,0.7627863472229892,390,228,0.3785813781837495,Image,Fashion,Small,Low,Frequent,Simple,Night,Tablet,Firefox
38,Male,Birmingham,Post-secondary,0.5408255176538437,2342,52,0.20693135868199974,Text,Technology,Medium,High,Moderate,Complex,Morning,Tablet,Safari
34,Female,Glasgow,Post-secondary,0.7582558436964189,6380,52,0.5007837145061738,Video,Food,Large,Low,Frequent,Complex,Evening,Tablet,Firefox
60,Other,Manchester,Secondary,0.15775159165898744,8270,115,0.9298208966736223,Text,Food,Large,None,Rare,Simple,Night,Mobile,Safari
46,Female,London,Secondary,0.5832399316791738,4840,27,0.6942861467422575,Image,Food,Small,Low,Rare,Moderate,Afternoon,Mobile,Firefox
44,Male,Birmingham,Post-secondary,0.8826032270257104,6664,33,0.34008672023369924,Text,Food,Medium,High,Rare,Complex,Evening,Mobile,Safari
41,Other,Birmingham,Secondary,0.21796020764080337,5798,78,0.30384354735519037,Text,Travel,Small,Medium,Frequent,Simple,Afternoon,Desktop,Firefox
20,Male,Birmingham,Secondary,0.2276689383929903,5856,104,0.6612865570263591,Text,Technology,Medium,Low,Moderate,Complex,Night,Mobile,Safari
56,Other,London,Secondary,0.7484325130680506,400,281,0.0888046565068874,Image,Travel,Large,Low,Moderate,Moderate,Night,Tablet,Edge
27,Female,London,Post-secondary,0.8120567848487955,5020,128,0.36541018247418156,Image,Fashion,Medium,Medium,Frequent,Complex,Afternoon,Tablet,Opera
20,Male,Birmingham,Secondary,0.24804632969409923,4371,177,0.47867778360821445,Text,Technology,Large,Low,Frequent,Complex,Morning,Desktop,Edge
62,Female,Birmingham,Secondary,0.3315698041877778,1000,244,0.7605174772189203,Text,Sports,Small,None,Moderate,Complex,Afternoon,Tablet,Edge
59,Female,London,Secondary,0.6317694004506118,3503,110,0.32551731359706404,Video,Fashion,Small,Low,Frequent,Simple,Afternoon,Tablet,Edge
43,Female,Glasgow,Secondary,0.3984317131891898,9676,175,0.7921518285582522,Video,Travel,Medium,None,Frequent,Complex,Morning,Tablet,Edge
54,Other,London,Secondary,0.6240109701292529,9342,84,0.7826874906281025,Image,Food,Small,None,Frequent,Complex,Morning,Tablet,Safari
44,Female,Leeds,Secondary,0.4964300320967251,877,202,0.019463210418872445,Video,Travel,Large,Low,Rare,Moderate,Morning,Mobile,Edge
22,Female,Birmingham,Post-secondary,0.773651309078725,8415,218,0.1904131239302802,Text,Travel,Small,Low,Frequent,Simple,Night,Mobile,Opera
59,Other,Glasgow,Post-secondary,0.8458886469133242,4285,289,0.6533942786712941,Video,Travel,Small,Low,Rare,Complex,Night,Tablet,Firefox
28,Female,Manchester,Secondary,0.8638272093051601,2472,299,0.496042060304297,Image,Fashion,Large,None,Rare,Moderate,Night,Desktop,Safari
30,Female,London,Post-secondary,0.6115250777298431,4738,24,0.0276363215541926,Image,Sports,Large,High,Rare,Simple,Morning,Desktop,Chrome
58,Female,Birmingham,Post-secondary,0.6125841045192504,3731,81,0.3596488810184315,Text,Food,Small,Medium,Frequent,Moderate,Evening,Tablet,Safari
51,Other,London,Post-secondary,0.4496468988194058,1541,142,0.6257735997273614,Image,Food,Medium,None,Frequent,Complex,Morning,Mobile,Firefox
55,Other,Manchester,Post-secondary,0.02761404496330544,217,31,0.9916863397606305,Video,Travel,Small,High,Moderate,Simple,Night,Desktop,Chrome
57,Male,London,Secondary,0.29918021946326245,7873,153,0.2068744951796735,Image,Travel,Large,Low,Frequent,Complex,Afternoon,Desktop,Opera
50,Female,Glasgow,Secondary,0.0636977185007408,5953,41,0.152719006650051,Text,Travel,Small,High,Frequent,Moderate,Afternoon,Desktop,Safari
51,Other,Manchester,Secondary,0.4377852488597531,7736,164,0.3643684619792118,Video,Travel,Medium,High,Rare,Moderate,Evening,Desktop,Firefox
44,Female,Leeds,Post-secondary,0.8494852489826142,6553,217,0.5509126291877307,Image,Fashion,Medium,Low,Frequent,Moderate,Night,Tablet,Safari
53,Other,Leeds,Post-secondary,0.5968020177048212,7004,149,0.6644993180338095,Video,Fashion,Small,Medium,Frequent,Simple,Night,Tablet,Opera
43,Other,Birmingham,Secondary,0.675532598269557,1445,164,0.36081475701099497,Video,Technology,Small,None,Frequent,Simple,Afternoon,Desktop,Opera
42,Other,Leeds,Secondary,0.18800797177707496,9809,52,0.22844163829322695,Video,Technology,Medium,High,Moderate,Moderate,Afternoon,Tablet,Opera
36,Male,London,Secondary,0.26195314970279426,8280,248,0.005224430408054204,Text,Fashion,Medium,Low,Rare,Complex,Morning,Desktop,Opera
38,Female,Glasgow,Secondary,0.16313215297289452,6381,107,0.18344699904381656,Image,Travel,Small,High,Moderate,Complex,Night,Tablet,Edge
48,Other,Leeds,Post-secondary,0.8426887622604307,6201,41,0.10006356442883158,Text,Food,Large,None,Rare,Complex,Morning,Desktop,Safari
46,Female,Birmingham,Secondary,0.28031301298749256,2178,246,0.24210986545263669,Text,Fashion,Medium,Medium,Frequent,Simple,Afternoon,Mobile,Opera
26,Other,London,Secondary,0.5623263097012292,5883,156,0.322574472619484,Image,Fashion,Small,High,Moderate,Simple,Evening,Desktop,Opera
36,Female,Birmingham,Secondary,0.14112861301900848,437,287,0.07873840140946564,Image,Technology,Medium,Medium,Moderate,Moderate,Morning,Tablet,Chrome
43,Female,Birmingham,Post-secondary,0.12398890832731169,4334,53,0.40584595887111363,Video,Sports,Medium,None,Rare,Moderate,Evening,Tablet,Safari
42,Other,Glasgow,Secondary,0.34758336321601746,8851,122,0.1676260797433069,Image,Food,Large,None,Frequent,Moderate,Afternoon,Desktop,Firefox
57,Female,Glasgow,Post-secondary,0.3303531580600173,9313,163,0.5813675516899609,Image,Food,Medium,High,Frequent,Simple,Afternoon,Tablet,Opera
